Warehouse_Region,Postcode,Distance_km,Distance_Category
2xxx (NSW (Rydalmere)),2000,23.5,<30km
2xxx (NSW (Rydalmere)),2001,24.4,<30km
2xxx (NSW (Rydalmere)),2002,22.6,<30km
2xxx (NSW (Rydalmere)),2004,22.6,<30km
2xxx (NSW (Rydalmere)),2006,22.6,<30km
2xxx (NSW (Rydalmere)),2007,22.1,<30km
2xxx (NSW (Rydalmere)),2008,24.0,<30km
2xxx (NSW (Rydalmere)),2009,21.7,<30km
2xxx (NSW (Rydalmere)),2010,24.1,<30km
2xxx (NSW (Rydalmere)),2011,26.1,<30km
2xxx (NSW (Rydalmere)),2012,16.8,<30km
2xxx (NSW (Rydalmere)),2015,24.5,<30km
2xxx (NSW (Rydalmere)),2016,26.2,<30km
2xxx (NSW (Rydalmere)),2017,25.0,<30km
2xxx (NSW (Rydalmere)),2018,25.0,<30km
2xxx (NSW (Rydalmere)),2019,28.8,<30km
2xxx (NSW (Rydalmere)),2020,25.4,<30km
2xxx (NSW (Rydalmere)),2021,27.1,<30km
2xxx (NSW (Rydalmere)),2022,28.4,<30km
2xxx (NSW (Rydalmere)),2023,27.7,<30km
2xxx (NSW (Rydalmere)),2024,29.5,<30km
2xxx (NSW (Rydalmere)),2025,26.7,<30km
2xxx (NSW (Rydalmere)),2026,29.9,<30km
2xxx (NSW (Rydalmere)),2027,27.0,<30km
2xxx (NSW (Rydalmere)),2028,26.2,<30km
2xxx (NSW (Rydalmere)),2029,29.4,<30km
2xxx (NSW (Rydalmere)),2031,28.8,<30km
2xxx (NSW (Rydalmere)),2032,27.4,<30km
2xxx (NSW (Rydalmere)),2033,26.8,<30km
2xxx (NSW (Rydalmere)),2035,29.4,<30km
2xxx (NSW (Rydalmere)),2037,23.4,<30km
2xxx (NSW (Rydalmere)),2038,18.9,<30km
2xxx (NSW (Rydalmere)),2039,19.5,<30km
2xxx (NSW (Rydalmere)),2040,18.7,<30km
2xxx (NSW (Rydalmere)),2041,21.4,<30km
2xxx (NSW (Rydalmere)),2043,24.5,<30km
2xxx (NSW (Rydalmere)),2044,24.1,<30km
2xxx (NSW (Rydalmere)),2045,22.8,<30km
2xxx (NSW (Rydalmere)),2046,17.7,<30km
2xxx (NSW (Rydalmere)),2047,19.1,<30km
2xxx (NSW (Rydalmere)),2048,18.3,<30km
2xxx (NSW (Rydalmere)),2049,17.7,<30km
2xxx (NSW (Rydalmere)),2050,19.8,<30km
2xxx (NSW (Rydalmere)),2052,27.9,<30km
2xxx (NSW (Rydalmere)),2055,26.5,<30km
2xxx (NSW (Rydalmere)),2057,23.7,<30km
2xxx (NSW (Rydalmere)),2058,27.9,<30km
2xxx (NSW (Rydalmere)),2059,26.5,<30km
2xxx (NSW (Rydalmere)),2060,26.8,<30km
2xxx (NSW (Rydalmere)),2061,26.5,<30km
2xxx (NSW (Rydalmere)),2062,29.0,<30km
2xxx (NSW (Rydalmere)),2063,27.9,<30km
2xxx (NSW (Rydalmere)),2064,23.3,<30km
2xxx (NSW (Rydalmere)),2065,25.3,<30km
2xxx (NSW (Rydalmere)),2066,15.7,<30km
2xxx (NSW (Rydalmere)),2067,21.6,<30km
2xxx (NSW (Rydalmere)),2068,26.5,<30km
2xxx (NSW (Rydalmere)),2069,24.5,<30km
2xxx (NSW (Rydalmere)),2070,21.5,<30km
2xxx (NSW (Rydalmere)),2071,21.4,<30km
2xxx (NSW (Rydalmere)),2072,20.7,<30km
2xxx (NSW (Rydalmere)),2073,19.0,<30km
2xxx (NSW (Rydalmere)),2074,18.6,<30km
2xxx (NSW (Rydalmere)),2075,25.9,<30km
2xxx (NSW (Rydalmere)),2076,16.8,<30km
2xxx (NSW (Rydalmere)),2077,22.8,<30km
2xxx (NSW (Rydalmere)),2079,21.8,<30km
2xxx (NSW (Rydalmere)),2080,27.9,<30km
2xxx (NSW (Rydalmere)),2081,29.2,<30km
2xxx (NSW (Rydalmere)),2086,29.5,<30km
2xxx (NSW (Rydalmere)),2087,28.8,<30km
2xxx (NSW (Rydalmere)),2088,29.9,<30km
2xxx (NSW (Rydalmere)),2089,27.7,<30km
2xxx (NSW (Rydalmere)),2090,28.3,<30km
2xxx (NSW (Rydalmere)),2109,11.0,<30km
2xxx (NSW (Rydalmere)),2110,13.3,<30km
2xxx (NSW (Rydalmere)),2111,11.2,<30km
2xxx (NSW (Rydalmere)),2112,7.1,<30km
2xxx (NSW (Rydalmere)),2113,10.4,<30km
2xxx (NSW (Rydalmere)),2114,5.1,<30km
2xxx (NSW (Rydalmere)),2115,2.0,<30km
2xxx (NSW (Rydalmere)),2117,2.8,<30km
2xxx (NSW (Rydalmere)),2118,6.9,<30km
2xxx (NSW (Rydalmere)),2119,9.8,<30km
2xxx (NSW (Rydalmere)),2120,13.5,<30km
2xxx (NSW (Rydalmere)),2121,10.1,<30km
2xxx (NSW (Rydalmere)),2122,8.3,<30km
2xxx (NSW (Rydalmere)),2123,4.7,<30km
2xxx (NSW (Rydalmere)),2124,4.7,<30km
2xxx (NSW (Rydalmere)),2125,9.1,<30km
2xxx (NSW (Rydalmere)),2126,12.7,<30km
2xxx (NSW (Rydalmere)),2127,8.5,<30km
2xxx (NSW (Rydalmere)),2128,4.6,<30km
2xxx (NSW (Rydalmere)),2129,6.5,<30km
2xxx (NSW (Rydalmere)),2130,17.3,<30km
2xxx (NSW (Rydalmere)),2131,17.5,<30km
2xxx (NSW (Rydalmere)),2132,17.9,<30km
2xxx (NSW (Rydalmere)),2133,15.7,<30km
2xxx (NSW (Rydalmere)),2134,13.5,<30km
2xxx (NSW (Rydalmere)),2135,12.6,<30km
2xxx (NSW (Rydalmere)),2136,13.2,<30km
2xxx (NSW (Rydalmere)),2137,13.9,<30km
2xxx (NSW (Rydalmere)),2138,12.0,<30km
2xxx (NSW (Rydalmere)),2139,12.1,<30km
2xxx (NSW (Rydalmere)),2140,10.7,<30km
2xxx (NSW (Rydalmere)),2141,9.3,<30km
2xxx (NSW (Rydalmere)),2142,5.1,<30km
2xxx (NSW (Rydalmere)),2143,12.1,<30km
2xxx (NSW (Rydalmere)),2144,7.2,<30km
2xxx (NSW (Rydalmere)),2145,11.2,<30km
2xxx (NSW (Rydalmere)),2146,10.7,<30km
2xxx (NSW (Rydalmere)),2147,14.1,<30km
2xxx (NSW (Rydalmere)),2148,19.7,<30km
2xxx (NSW (Rydalmere)),2150,5.1,<30km
2xxx (NSW (Rydalmere)),2151,7.6,<30km
2xxx (NSW (Rydalmere)),2152,8.0,<30km
2xxx (NSW (Rydalmere)),2153,11.6,<30km
2xxx (NSW (Rydalmere)),2154,13.3,<30km
2xxx (NSW (Rydalmere)),2155,21.9,<30km
2xxx (NSW (Rydalmere)),2156,22.6,<30km
2xxx (NSW (Rydalmere)),2158,19.1,<30km
2xxx (NSW (Rydalmere)),2159,28.2,<30km
2xxx (NSW (Rydalmere)),2160,9.0,<30km
2xxx (NSW (Rydalmere)),2161,12.5,<30km
2xxx (NSW (Rydalmere)),2162,12.3,<30km
2xxx (NSW (Rydalmere)),2163,14.2,<30km
2xxx (NSW (Rydalmere)),2164,14.9,<30km
2xxx (NSW (Rydalmere)),2165,14.9,<30km
2xxx (NSW (Rydalmere)),2166,18.3,<30km
2xxx (NSW (Rydalmere)),2168,24.2,<30km
2xxx (NSW (Rydalmere)),2170,22.7,<30km
2xxx (NSW (Rydalmere)),2175,25.7,<30km
2xxx (NSW (Rydalmere)),2176,19.1,<30km
2xxx (NSW (Rydalmere)),2190,15.7,<30km
2xxx (NSW (Rydalmere)),2191,15.3,<30km
2xxx (NSW (Rydalmere)),2192,17.1,<30km
2xxx (NSW (Rydalmere)),2193,19.1,<30km
2xxx (NSW (Rydalmere)),2194,17.3,<30km
2xxx (NSW (Rydalmere)),2195,16.6,<30km
2xxx (NSW (Rydalmere)),2196,18.2,<30km
2xxx (NSW (Rydalmere)),2197,14.2,<30km
2xxx (NSW (Rydalmere)),2198,15.8,<30km
2xxx (NSW (Rydalmere)),2199,13.6,<30km
2xxx (NSW (Rydalmere)),2200,15.5,<30km
2xxx (NSW (Rydalmere)),2203,19.2,<30km
2xxx (NSW (Rydalmere)),2204,18.8,<30km
2xxx (NSW (Rydalmere)),2205,27.5,<30km
2xxx (NSW (Rydalmere)),2206,21.0,<30km
2xxx (NSW (Rydalmere)),2208,20.1,<30km
2xxx (NSW (Rydalmere)),2209,19.7,<30km
2xxx (NSW (Rydalmere)),2210,22.0,<30km
2xxx (NSW (Rydalmere)),2211,19.8,<30km
2xxx (NSW (Rydalmere)),2212,20.8,<30km
2xxx (NSW (Rydalmere)),2213,23.1,<30km
2xxx (NSW (Rydalmere)),2214,22.0,<30km
2xxx (NSW (Rydalmere)),2216,27.6,<30km
2xxx (NSW (Rydalmere)),2220,23.3,<30km
2xxx (NSW (Rydalmere)),2222,22.4,<30km
2xxx (NSW (Rydalmere)),2223,23.4,<30km
2xxx (NSW (Rydalmere)),2234,28.3,<30km
2xxx (NSW (Rydalmere)),2250,63.7,61-90km
2xxx (NSW (Rydalmere)),2251,88.4,61-90km
2xxx (NSW (Rydalmere)),2252,74.5,61-90km
2xxx (NSW (Rydalmere)),2256,73.5,61-90km
2xxx (NSW (Rydalmere)),2257,76.9,61-90km
2xxx (NSW (Rydalmere)),2260,77.6,61-90km
2xxx (NSW (Rydalmere)),2264,83.9,61-90km
2xxx (NSW (Rydalmere)),2515,68.1,61-90km
2xxx (NSW (Rydalmere)),2516,72.7,61-90km
2xxx (NSW (Rydalmere)),2517,75.2,61-90km
2xxx (NSW (Rydalmere)),2519,74.7,61-90km
2xxx (NSW (Rydalmere)),2560,60.1,61-90km
2xxx (NSW (Rydalmere)),2563,62.9,61-90km
2xxx (NSW (Rydalmere)),2567,60.3,61-90km
2xxx (NSW (Rydalmere)),2568,64.9,61-90km
2xxx (NSW (Rydalmere)),2569,73.0,61-90km
2xxx (NSW (Rydalmere)),2759,27.4,<30km
2xxx (NSW (Rydalmere)),2761,25.4,<30km
2xxx (NSW (Rydalmere)),2763,20.2,<30km
2xxx (NSW (Rydalmere)),2766,22.6,<30km
2xxx (NSW (Rydalmere)),2767,24.6,<30km
2xxx (NSW (Rydalmere)),2768,20.7,<30km
2xxx (NSW (Rydalmere)),2769,23.3,<30km
2xxx (NSW (Rydalmere)),2770,29.0,<30km
2xxx (NSW (Rydalmere)),2778,64.9,61-90km
2xxx (NSW (Rydalmere)),2779,69.1,61-90km
2xxx (NSW (Rydalmere)),2780,85.5,61-90km
2xxx (NSW (Rydalmere)),2782,78.7,61-90km
2xxx (NSW (Rydalmere)),2783,71.9,61-90km
2xxx (NSW (Rydalmere)),2784,74.4,61-90km
3xxx (VIC (Brooklyn)),3000,13.5,<30km
3xxx (VIC (Brooklyn)),3001,13.5,<30km
3xxx (VIC (Brooklyn)),3002,16.0,<30km
3xxx (VIC (Brooklyn)),3003,11.8,<30km
3xxx (VIC (Brooklyn)),3004,13.5,<30km
3xxx (VIC (Brooklyn)),3005,13.7,<30km
3xxx (VIC (Brooklyn)),3006,14.0,<30km
3xxx (VIC (Brooklyn)),3008,12.5,<30km
3xxx (VIC (Brooklyn)),3010,15.6,<30km
3xxx (VIC (Brooklyn)),3011,5.5,<30km
3xxx (VIC (Brooklyn)),3012,4.0,<30km
3xxx (VIC (Brooklyn)),3013,4.1,<30km
3xxx (VIC (Brooklyn)),3015,5.4,<30km
3xxx (VIC (Brooklyn)),3016,8.3,<30km
3xxx (VIC (Brooklyn)),3018,6.8,<30km
3xxx (VIC (Brooklyn)),3019,6.0,<30km
3xxx (VIC (Brooklyn)),3020,6.6,<30km
3xxx (VIC (Brooklyn)),3021,12.1,<30km
3xxx (VIC (Brooklyn)),3022,9.3,<30km
3xxx (VIC (Brooklyn)),3023,16.0,<30km
3xxx (VIC (Brooklyn)),3025,3.2,<30km
3xxx (VIC (Brooklyn)),3026,3.8,<30km
3xxx (VIC (Brooklyn)),3027,13.5,<30km
3xxx (VIC (Brooklyn)),3028,11.7,<30km
3xxx (VIC (Brooklyn)),3029,18.4,<30km
3xxx (VIC (Brooklyn)),3030,21.0,<30km
3xxx (VIC (Brooklyn)),3031,12.9,<30km
3xxx (VIC (Brooklyn)),3032,8.4,<30km
3xxx (VIC (Brooklyn)),3033,19.6,<30km
3xxx (VIC (Brooklyn)),3034,10.4,<30km
3xxx (VIC (Brooklyn)),3036,17.7,<30km
3xxx (VIC (Brooklyn)),3037,19.1,<30km
3xxx (VIC (Brooklyn)),3038,16.1,<30km
3xxx (VIC (Brooklyn)),3039,11.0,<30km
3xxx (VIC (Brooklyn)),3040,10.8,<30km
3xxx (VIC (Brooklyn)),3042,21.5,<30km
3xxx (VIC (Brooklyn)),3043,25.4,<30km
3xxx (VIC (Brooklyn)),3044,18.4,<30km
3xxx (VIC (Brooklyn)),3045,28.0,<30km
3xxx (VIC (Brooklyn)),3046,23.3,<30km
3xxx (VIC (Brooklyn)),3047,27.4,<30km
3xxx (VIC (Brooklyn)),3049,26.6,<30km
3xxx (VIC (Brooklyn)),3050,13.0,<30km
3xxx (VIC (Brooklyn)),3051,12.8,<30km
3xxx (VIC (Brooklyn)),3052,15.2,<30km
3xxx (VIC (Brooklyn)),3053,14.3,<30km
3xxx (VIC (Brooklyn)),3054,15.8,<30km
3xxx (VIC (Brooklyn)),3055,14.1,<30km
3xxx (VIC (Brooklyn)),3056,17.3,<30km
3xxx (VIC (Brooklyn)),3057,16.8,<30km
3xxx (VIC (Brooklyn)),3058,19.5,<30km
3xxx (VIC (Brooklyn)),3060,23.2,<30km
3xxx (VIC (Brooklyn)),3065,15.5,<30km
3xxx (VIC (Brooklyn)),3066,16.2,<30km
3xxx (VIC (Brooklyn)),3067,18.7,<30km
3xxx (VIC (Brooklyn)),3068,17.0,<30km
3xxx (VIC (Brooklyn)),3070,20.3,<30km
3xxx (VIC (Brooklyn)),3071,21.8,<30km
3xxx (VIC (Brooklyn)),3072,24.1,<30km
3xxx (VIC (Brooklyn)),3078,21.6,<30km
3xxx (VIC (Brooklyn)),3079,26.7,<30km
3xxx (VIC (Brooklyn)),3081,26.3,<30km
3xxx (VIC (Brooklyn)),3084,28.4,<30km
3xxx (VIC (Brooklyn)),3099,64.4,61-90km
3xxx (VIC (Brooklyn)),3101,20.3,<30km
3xxx (VIC (Brooklyn)),3102,22.6,<30km
3xxx (VIC (Brooklyn)),3103,25.1,<30km
3xxx (VIC (Brooklyn)),3104,29.1,<30km
3xxx (VIC (Brooklyn)),3105,27.2,<30km
3xxx (VIC (Brooklyn)),3107,29.9,<30km
3xxx (VIC (Brooklyn)),3108,29.9,<30km
3xxx (VIC (Brooklyn)),3121,16.9,<30km
3xxx (VIC (Brooklyn)),3122,20.3,<30km
3xxx (VIC (Brooklyn)),3123,21.5,<30km
3xxx (VIC (Brooklyn)),3124,24.6,<30km
3xxx (VIC (Brooklyn)),3125,26.5,<30km
3xxx (VIC (Brooklyn)),3126,24.1,<30km
3xxx (VIC (Brooklyn)),3127,26.8,<30km
3xxx (VIC (Brooklyn)),3139,86.7,61-90km
3xxx (VIC (Brooklyn)),3141,14.9,<30km
3xxx (VIC (Brooklyn)),3142,18.7,<30km
3xxx (VIC (Brooklyn)),3143,20.5,<30km
3xxx (VIC (Brooklyn)),3144,22.1,<30km
3xxx (VIC (Brooklyn)),3145,24.7,<30km
3xxx (VIC (Brooklyn)),3146,23.3,<30km
3xxx (VIC (Brooklyn)),3147,26.0,<30km
3xxx (VIC (Brooklyn)),3148,28.8,<30km
3xxx (VIC (Brooklyn)),3159,66.1,61-90km
3xxx (VIC (Brooklyn)),3160,61.8,61-90km
3xxx (VIC (Brooklyn)),3161,23.0,<30km
3xxx (VIC (Brooklyn)),3162,24.9,<30km
3xxx (VIC (Brooklyn)),3163,26.7,<30km
3xxx (VIC (Brooklyn)),3167,29.8,<30km
3xxx (VIC (Brooklyn)),3181,17.1,<30km
3xxx (VIC (Brooklyn)),3182,16.2,<30km
3xxx (VIC (Brooklyn)),3183,19.2,<30km
3xxx (VIC (Brooklyn)),3184,18.9,<30km
3xxx (VIC (Brooklyn)),3185,20.0,<30km
3xxx (VIC (Brooklyn)),3186,21.6,<30km
3xxx (VIC (Brooklyn)),3191,27.0,<30km
3xxx (VIC (Brooklyn)),3198,62.6,61-90km
3xxx (VIC (Brooklyn)),3199,65.4,61-90km
3xxx (VIC (Brooklyn)),3200,64.5,61-90km
3xxx (VIC (Brooklyn)),3201,61.2,61-90km
3xxx (VIC (Brooklyn)),3205,13.5,<30km
3xxx (VIC (Brooklyn)),3206,14.8,<30km
3xxx (VIC (Brooklyn)),3207,11.3,<30km
3xxx (VIC (Brooklyn)),3213,64.1,61-90km
3xxx (VIC (Brooklyn)),3216,74.2,61-90km
3xxx (VIC (Brooklyn)),3217,80.6,61-90km
3xxx (VIC (Brooklyn)),3218,68.9,61-90km
3xxx (VIC (Brooklyn)),3219,66.6,61-90km
3xxx (VIC (Brooklyn)),3220,67.5,61-90km
3xxx (VIC (Brooklyn)),3221,78.2,61-90km
3xxx (VIC (Brooklyn)),3224,72.1,61-90km
3xxx (VIC (Brooklyn)),3321,87.6,61-90km
3xxx (VIC (Brooklyn)),3328,87.6,61-90km
3xxx (VIC (Brooklyn)),3331,76.5,61-90km
3xxx (VIC (Brooklyn)),3332,84.3,61-90km
3xxx (VIC (Brooklyn)),3335,26.0,<30km
3xxx (VIC (Brooklyn)),3341,62.3,61-90km
3xxx (VIC (Brooklyn)),3342,76.8,61-90km
3xxx (VIC (Brooklyn)),3345,82.1,61-90km
3xxx (VIC (Brooklyn)),3431,64.5,61-90km
3xxx (VIC (Brooklyn)),3432,64.0,61-90km
3xxx (VIC (Brooklyn)),3433,64.9,61-90km
3xxx (VIC (Brooklyn)),3434,74.8,61-90km
3xxx (VIC (Brooklyn)),3435,85.0,61-90km
3xxx (VIC (Brooklyn)),3440,63.2,61-90km
3xxx (VIC (Brooklyn)),3441,65.6,61-90km
3xxx (VIC (Brooklyn)),3442,77.9,61-90km
3xxx (VIC (Brooklyn)),3753,60.7,61-90km
3xxx (VIC (Brooklyn)),3758,77.0,61-90km
3xxx (VIC (Brooklyn)),3759,60.4,61-90km
3xxx (VIC (Brooklyn)),3760,63.4,61-90km
3xxx (VIC (Brooklyn)),3761,71.3,61-90km
3xxx (VIC (Brooklyn)),3762,73.1,61-90km
3xxx (VIC (Brooklyn)),3763,78.3,61-90km
3xxx (VIC (Brooklyn)),3767,60.0,61-90km
3xxx (VIC (Brooklyn)),3770,62.6,61-90km
3xxx (VIC (Brooklyn)),3775,75.3,61-90km
3xxx (VIC (Brooklyn)),3777,90.0,61-90km
3xxx (VIC (Brooklyn)),3781,75.3,61-90km
3xxx (VIC (Brooklyn)),3782,69.0,61-90km
3xxx (VIC (Brooklyn)),3783,88.0,61-90km
3xxx (VIC (Brooklyn)),3791,65.4,61-90km
3xxx (VIC (Brooklyn)),3792,67.4,61-90km
3xxx (VIC (Brooklyn)),3793,68.6,61-90km
3xxx (VIC (Brooklyn)),3795,61.7,61-90km
3xxx (VIC (Brooklyn)),3797,89.0,61-90km
3xxx (VIC (Brooklyn)),3807,60.1,61-90km
3xxx (VIC (Brooklyn)),3808,64.7,61-90km
3xxx (VIC (Brooklyn)),3809,63.9,61-90km
3xxx (VIC (Brooklyn)),3810,71.1,61-90km
3xxx (VIC (Brooklyn)),3812,81.9,61-90km
3xxx (VIC (Brooklyn)),3813,84.0,61-90km
3xxx (VIC (Brooklyn)),3814,88.7,61-90km
3xxx (VIC (Brooklyn)),3910,66.8,61-90km
3xxx (VIC (Brooklyn)),3911,70.6,61-90km
3xxx (VIC (Brooklyn)),3912,72.4,61-90km
3xxx (VIC (Brooklyn)),3915,86.7,61-90km
3xxx (VIC (Brooklyn)),3918,88.0,61-90km
3xxx (VIC (Brooklyn)),3919,89.9,61-90km
3xxx (VIC (Brooklyn)),3930,81.4,61-90km
3xxx (VIC (Brooklyn)),3931,83.3,61-90km
3xxx (VIC (Brooklyn)),3933,76.7,61-90km
3xxx (VIC (Brooklyn)),3934,89.7,61-90km
3xxx (VIC (Brooklyn)),3978,71.9,61-90km
3xxx (VIC (Brooklyn)),3980,84.3,61-90km
4xxx (QLD (Archerfield)),4000,17.1,<30km
4xxx (QLD (Archerfield)),4001,10.5,<30km
4xxx (QLD (Archerfield)),4002,18.4,<30km
4xxx (QLD (Archerfield)),4003,18.4,<30km
4xxx (QLD (Archerfield)),4004,17.2,<30km
4xxx (QLD (Archerfield)),4005,19.1,<30km
4xxx (QLD (Archerfield)),4006,21.1,<30km
4xxx (QLD (Archerfield)),4007,22.3,<30km
4xxx (QLD (Archerfield)),4009,28.8,<30km
4xxx (QLD (Archerfield)),4010,21.0,<30km
4xxx (QLD (Archerfield)),4011,24.6,<30km
4xxx (QLD (Archerfield)),4012,25.5,<30km
4xxx (QLD (Archerfield)),4030,20.8,<30km
4xxx (QLD (Archerfield)),4031,23.3,<30km
4xxx (QLD (Archerfield)),4032,27.4,<30km
4xxx (QLD (Archerfield)),4051,22.8,<30km
4xxx (QLD (Archerfield)),4053,26.5,<30km
4xxx (QLD (Archerfield)),4054,28.6,<30km
4xxx (QLD (Archerfield)),4059,19.4,<30km
4xxx (QLD (Archerfield)),4060,26.7,<30km
4xxx (QLD (Archerfield)),4061,29.9,<30km
4xxx (QLD (Archerfield)),4064,24.1,<30km
4xxx (QLD (Archerfield)),4065,24.4,<30km
4xxx (QLD (Archerfield)),4066,22.8,<30km
4xxx (QLD (Archerfield)),4067,12.3,<30km
4xxx (QLD (Archerfield)),4068,10.8,<30km
4xxx (QLD (Archerfield)),4069,24.4,<30km
4xxx (QLD (Archerfield)),4070,26.9,<30km
4xxx (QLD (Archerfield)),4072,15.7,<30km
4xxx (QLD (Archerfield)),4073,10.3,<30km
4xxx (QLD (Archerfield)),4074,12.8,<30km
4xxx (QLD (Archerfield)),4075,7.3,<30km
4xxx (QLD (Archerfield)),4076,13.2,<30km
4xxx (QLD (Archerfield)),4077,6.6,<30km
4xxx (QLD (Archerfield)),4078,10.9,<30km
4xxx (QLD (Archerfield)),4101,11.5,<30km
4xxx (QLD (Archerfield)),4102,8.8,<30km
4xxx (QLD (Archerfield)),4103,8.1,<30km
4xxx (QLD (Archerfield)),4104,6.7,<30km
4xxx (QLD (Archerfield)),4105,5.1,<30km
4xxx (QLD (Archerfield)),4106,5.4,<30km
4xxx (QLD (Archerfield)),4107,4.3,<30km
4xxx (QLD (Archerfield)),4108,3.9,<30km
4xxx (QLD (Archerfield)),4109,5.4,<30km
4xxx (QLD (Archerfield)),4110,6.5,<30km
4xxx (QLD (Archerfield)),4111,6.4,<30km
4xxx (QLD (Archerfield)),4112,9.5,<30km
4xxx (QLD (Archerfield)),4113,9.7,<30km
4xxx (QLD (Archerfield)),4114,15.7,<30km
4xxx (QLD (Archerfield)),4115,9.5,<30km
4xxx (QLD (Archerfield)),4116,10.7,<30km
4xxx (QLD (Archerfield)),4118,16.4,<30km
4xxx (QLD (Archerfield)),4119,11.5,<30km
4xxx (QLD (Archerfield)),4120,11.2,<30km
4xxx (QLD (Archerfield)),4121,7.6,<30km
4xxx (QLD (Archerfield)),4122,9.9,<30km
4xxx (QLD (Archerfield)),4123,12.3,<30km
4xxx (QLD (Archerfield)),4125,23.9,<30km
4xxx (QLD (Archerfield)),4127,15.8,<30km
4xxx (QLD (Archerfield)),4128,23.2,<30km
4xxx (QLD (Archerfield)),4132,22.3,<30km
4xxx (QLD (Archerfield)),4133,29.0,<30km
4xxx (QLD (Archerfield)),4151,13.0,<30km
4xxx (QLD (Archerfield)),4152,13.5,<30km
4xxx (QLD (Archerfield)),4153,19.7,<30km
4xxx (QLD (Archerfield)),4154,25.9,<30km
4xxx (QLD (Archerfield)),4155,21.8,<30km
4xxx (QLD (Archerfield)),4156,17.0,<30km
4xxx (QLD (Archerfield)),4157,23.0,<30km
4xxx (QLD (Archerfield)),4158,28.5,<30km
4xxx (QLD (Archerfield)),4161,28.1,<30km
4xxx (QLD (Archerfield)),4169,16.1,<30km
4xxx (QLD (Archerfield)),4170,16.1,<30km
4xxx (QLD (Archerfield)),4171,19.9,<30km
4xxx (QLD (Archerfield)),4172,25.1,<30km
4xxx (QLD (Archerfield)),4173,23.5,<30km
4xxx (QLD (Archerfield)),4179,27.6,<30km
4xxx (QLD (Archerfield)),4210,65.0,61-90km
4xxx (QLD (Archerfield)),4212,63.3,61-90km
4xxx (QLD (Archerfield)),4214,69.7,61-90km
4xxx (QLD (Archerfield)),4215,71.1,61-90km
4xxx (QLD (Archerfield)),4216,66.5,61-90km
4xxx (QLD (Archerfield)),4217,75.1,61-90km
4xxx (QLD (Archerfield)),4218,80.8,61-90km
4xxx (QLD (Archerfield)),4219,87.6,61-90km
4xxx (QLD (Archerfield)),4226,85.5,61-90km
4xxx (QLD (Archerfield)),4227,83.5,61-90km
4xxx (QLD (Archerfield)),4229,84.5,61-90km
4xxx (QLD (Archerfield)),4230,80.5,61-90km
4xxx (QLD (Archerfield)),4271,71.5,61-90km
4xxx (QLD (Archerfield)),4275,62.7,61-90km
4xxx (QLD (Archerfield)),4300,21.2,<30km
4xxx (QLD (Archerfield)),4301,20.7,<30km
4xxx (QLD (Archerfield)),4303,23.1,<30km
4xxx (QLD (Archerfield)),4304,25.4,<30km
4xxx (QLD (Archerfield)),4310,79.5,61-90km
4xxx (QLD (Archerfield)),4311,67.9,61-90km
4xxx (QLD (Archerfield)),4341,72.4,61-90km
4xxx (QLD (Archerfield)),4342,71.0,61-90km
4xxx (QLD (Archerfield)),4345,75.5,61-90km
4xxx (QLD (Archerfield)),4504,62.3,61-90km
4xxx (QLD (Archerfield)),4505,66.9,61-90km
4xxx (QLD (Archerfield)),4506,76.5,61-90km
4xxx (QLD (Archerfield)),4508,67.2,61-90km
4xxx (QLD (Archerfield)),4510,76.0,61-90km
4xxx (QLD (Archerfield)),4511,87.9,61-90km
4xxx (QLD (Archerfield)),4512,88.8,61-90km
4xxx (QLD (Archerfield)),4517,88.5,61-90km
2xxx (NSW (Rydalmere)),2030,31.3,30-60km
2xxx (NSW (Rydalmere)),2034,30.0,30-60km
2xxx (NSW (Rydalmere)),2036,33.0,30-60km
2xxx (NSW (Rydalmere)),2082,32.3,30-60km
2xxx (NSW (Rydalmere)),2083,40.2,30-60km
2xxx (NSW (Rydalmere)),2085,33.7,30-60km
2xxx (NSW (Rydalmere)),2091,37.3,30-60km
2xxx (NSW (Rydalmere)),2092,33.5,30-60km
2xxx (NSW (Rydalmere)),2093,34.2,30-60km
2xxx (NSW (Rydalmere)),2094,35.3,30-60km
2xxx (NSW (Rydalmere)),2095,37.0,30-60km
2xxx (NSW (Rydalmere)),2096,38.2,30-60km
2xxx (NSW (Rydalmere)),2097,37.5,30-60km
2xxx (NSW (Rydalmere)),2099,35.1,30-60km
2xxx (NSW (Rydalmere)),2100,33.5,30-60km
2xxx (NSW (Rydalmere)),2101,39.1,30-60km
2xxx (NSW (Rydalmere)),2102,40.2,30-60km
2xxx (NSW (Rydalmere)),2103,40.1,30-60km
2xxx (NSW (Rydalmere)),2104,41.2,30-60km
2xxx (NSW (Rydalmere)),2106,44.6,30-60km
2xxx (NSW (Rydalmere)),2107,48.8,30-60km
2xxx (NSW (Rydalmere)),2157,37.3,30-60km
2xxx (NSW (Rydalmere)),2167,43.5,30-60km
2xxx (NSW (Rydalmere)),2171,35.3,30-60km
2xxx (NSW (Rydalmere)),2174,40.5,30-60km
2xxx (NSW (Rydalmere)),2177,33.3,30-60km
2xxx (NSW (Rydalmere)),2178,32.7,30-60km
2xxx (NSW (Rydalmere)),2179,42.7,30-60km
2xxx (NSW (Rydalmere)),2207,30.3,30-60km
2xxx (NSW (Rydalmere)),2217,31.4,30-60km
